sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
1077,,1077,தோல்,டி.செல்வராஜ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2012,400.00,சமூக நாவல்,
1078,,1078,மது மோகினி,பி.டி.சாமி,விஜயா பிரசுரம்,1973,2.00,சமூக நாவல்,
1079,,1079,ரத்த சுவடு,பி.டி.சாமி,பிரேமா பிரசுரம்,1982,3.00,சமூக நாவல்,
1080,,1080,குளிருக்கும் வெப்பமுண்டு,பி.வி.ஆர்,மாலைமதி தொகுப்பு,1982,,சமூக நாவல்,
1081,,1081,கோடு தாண்டாத குளங்கள் ,பிரதிபா ராஜகோபாலன் ,கலைஞன் பதிப்பகம்,1982,10.00,சமூக நாவல்,
1082,,1082,ஜாக்கிரதை வயது - 16,பிரியா கல்யாணராமன் ,குமுதம் பதிப்பகம்,2004,60.00,சமூக நாவல்,
1083,,1083,தேனிலவிற்கு வந்தவர்கள்,பீஷ்மன்,சூடாமணி பிரசுரம்,1994,25.00,சமூக நாவல்,
1085,,1085,தனி வீடு,புலவர்.நாகசண்முகம் ,அம்பாள் பதிப்பகம்,1891,7.00,சமூக நாவல்,
1086,,1086,ஜென் கதைகள்,கவிஞர்.புவியரசு ,கண்ணதாசன் பதிப்பகம்,2010,65.00,சிறுவர் நூல்கள்,
1087,,1087,மீண்டும் ஜென் கதைகள்,கவிஞர்.புவியரசு ,கண்ணதாசன் பதிப்பகம்,2010,60.00,சிறுவர் நூல்கள்,
1088,,1088,புதிய மனிதன் பிராங்கன் ஸ்டீ,புவியரசு,பார்வதி கண்ணதாசன் பதிப்பகம்,1998,36.00,மொழிபெயர்ப்பு,
1089,,1089,அமைதியில்லா என் மனமே,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006,45.00,சமூக நாவல்,
1091,,1091,ஒரு ஊதாப்பூ கண்சிமிட்டுகிறது,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2002,55.00,சமூக நாவல்,
1092,,1092,கடலுக்குள் ஜூலி,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2002,45.00,சமூக நாவல்,
1093,,1093,காணாமல் போன விமானம் ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2000,28.00,சமூக நாவல்,
1094,,1094,காதல் அல்ல காதலி ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006,40.00,சமூக நாவல்,
1095,,1095,காதல் ஒரு கனவு ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006,50.00,சமூக நாவல்,
1096,,1096,சரிதா + சரிதா ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006,42.00,சமூக நாவல்,
1097,,1097,சிகப்பு ரோஜா கதைகள்,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,1999,99.00,சமூக நாவல்,
1099,,1099,காணி நிலம் வேண்டும் ,பூவை.எஸ்.ஆறுமுகம்,வானதி பதிப்பகம்,1978,10.00,சமூக நாவல்,
1100,,1100,பரபரப்பூட்டிய  பாலியல் படங்கள் ,பெரு துளசி பழனிவேல்,சாருபிரபா பதிப்பகம்,2007,40.00,பொது அறிவு,
1101,,1101,திருக்குறள் மெய்ப்பொருளுரை - 1,பெருஞ்சித்திரனார்,தேன்மொழி பதிப்பகம்,2006,100.00,இலக்கியம்,
1102,,1102,மறுபக்கம்,பொன்நீலன் ,நியுசெஞ்சுரி புக் ஹவுஸ்,2010,375.00,சமூக நாவல்,
1103,,1103,தேவதைகளின் தீட்டுத்துணி,போ.கண்ணன்,வடலி பதிப்பகம்,2010,60.00,சமூக நாவல்,
1104,,1104,தீர்ப்பு,மஞ்சை வசந்தன்,விஜயா பிரசுரம்,2011,65.00,கட்டுரைகள்,
1105,,1105,காதல் வாழ்க ,மதன்,விகடன் பிரசுரம்,2012,90.00,சமூக நாவல்,
1107,,1107,ஹாய் மதன் - 5,மதன்,விகடன் பிரசுரம்,2009,85.00,அறிவியல்,
1108,,1108,ஹாய் மதன் - 6,மதன்,விகடன் பிரசுரம்,209,100.00,அறிவியல்,
1109,,1109,நள்ளிரவில் சுதந்திரம்,வி.என்.ராகவன் ,அலைகள் வெளியீட்டகம்,2010,300.00,வரலாற்று நாவல்,
1110,,1110,அவர்கள் கிடக்கிறார்கள் ,ஜோதிர்லதா கிரிஜா,கலைஞன் பதிப்பகம்,1980,9.00,சமூக நாவல்,
1111,,1111,யூ.ஆர்.அப்பாயிண்டட்,மாஃபா பாண்டியராஜன் ,விகடன் பிரசுரம்,2005,70.00,சமூக நாவல்,
1112,,1112,தாய் ,மார்சிம் கார்க்கி ,நியுசெஞ்சுரி புக் ஹவுஸ்,2006,150.00,சமூக நாவல்,
1114,,1114,கயமை,மு.வரதராசனார்,பாரி நிலையம்,2006,100.00,சமூக நாவல்,
1115,,1115,கரித்துண்டு,மு.வரதராசனார்,பாரி நிலையம்,1983,15.00,சமூக நாவல்,
1117,,1117,வால்காவிலிருந்து கங்கை வரை,கண.முத்தையா ,தமிழ்ப் புத்தகாலயம்,1997,75.00,சிறுகதைகள்,
1118,,1118,கொலஸ்ட்ரால் குறைப்பது எப்படி,முத்து.செல்வக்குமார்,நலம் பதிப்பகம்,2008,75.00,மருத்துவம்,
1120,,1120,குமாரி அபாயம் ,மேதாவி,பிரேமா பிரசுரம்,1980,3.00,சமூக நாவல்,
1121,,1121,ஐந்து சிங்கமுகத் தாலி,மேதாவி,பிரேமா பிரசுரம்,1982,2.75,சமூக நாவல்,
1122,,1122,துப்பறியும் ராஜு,மேதாவி,பிரேமா பிரசுரம்,1979,1.00,சமூக நாவல்,
1123,,1123,தாய் நாடு திரும்பிய பூச்சாண்டிகள்,மேதாவி,பிரேமா பிரசுரம்,1980,3.00,சமூக நாவல்,
1124,,1124,மணப்பூ,மேலாண்மை பொன்னுசாமி,கங்கை புத்தகநிலையம்,2007,36.00,சிறுகதைகள்,
